Organoid	Drug Name	median_IC50
P24a	PD-0332991	5.514699
P24a	AZ960	4.59515
P14	PF-02341066	3.13959
P14	BIRB 0796	6.2259125
P14	AZD-2281	4.3333255
P14	OSI-906	4.085491
P14	Mirin	5.694387
P14	Axitinib	2.7869585
P14	Vorinostat	0.705095
P14	MLN8237	-1.53657
P14	5-Fluorouracil	0.9971930000000001
P14	EHT 1864	4.984058999999999
P14	YK 4-279	0.582276
P14	BMS-536924	3.282982
P14	SGC0946	3.122317
P14	AZD8931	-2.463575
P14	Obatoclax Mesylate	-0.428101
P14	SB-505124	3.3481635
P14	XAV 939	5.489637
P14	Oxaliplatin	6.847087999999999
P14	Nilotinib	3.9750325
P14	AMG-706	3.9306799999999997
P14	PLX4720	5.775275
P14	SB 216763	3.8832695
P14	CHIR-99021	0.899296
P14	BIBW2992/Afatanib	-1.5995810000000001
P14	SCH772984	3.9176620000000004
P14	BMN-673	0.596793
P14	Gefitinib	1.6891150000000001
P14	SL 0101-1	3.0252489999999996
P14	PD-173074	4.3915975000000005
P14	NU-7441	3.3997305000000004
P14	(5Z)-7-Oxozeaenol	3.7819235
P14	681640	3.7910204999999997
P14	GDC-0449	6.015033
P14	AZD8055	3.4048619999999996
P14	Gemcitibine	-1.238848
P14	Docetaxel	-5.554555000000001
P14	AKT inhibitor VIII	5.700012999999999
P14	FK866	3.222616
P14	BI-2536	-2.342463
P14	PF-4708671	3.898383
P14	Lenalidomide	5.387077
P14	LY317615	3.2709759999999997
P14	Nutlin-3a	1.1344885
P14	INCB-18424/Ruxolitinib	6.298769999999999
P14	BYL719	4.265054
P14	Paclitaxel	-2.26422
P14	GDC0941	3.976635
P14	ABT-263	4.4922105
P14	MK-2206	3.3646339999999997
P14	UNC0642	2.861729
P14	GW 441756	3.1537785
P14	PAC-1	4.026476000000001
P14	17-AAG	-0.006603
P14	AICAR	2.302621
P14	NVP-BEZ235	-0.5228484999999999
P14	Cisplatin	-1.0597375
P14	BMS-345541	4.1422989999999995
P14	BMS-708163	4.2235255
P14	KU-55933	6.192753
P14	JQ1	1.2616255
P14	JNJ-26854165	4.194392
P14	Sorafenib	4.526713
P14	CEP-701	1.569202
P14	PF477736	3.3386449999999996
P14	Cetuximab	7.060258999999999
P14	GSK2118436/Dabrafenib	4.5418375
P14	Irinotecan	0.327386
P14	ZM-447439	4.1978525
P14	Dasatanib	2.4889289999999997
P14	Camptothecin	-1.9017045000000001
P14	PF-562271	1.219926
P14	Embelin	5.676382
P14	Fulvestrant	3.59786
P14	BX-795	2.8471919999999997
P14	RO-3306	3.7793945
P14	GSK1120212/Tramatenib	-2.775001
P14	JNK Inhibitor VIII	4.729018
P14	GSK269962A	2.4886459999999997
P14	Bortezomib	-2.020885
P14	Temozolomide	3.944053
P14	AZD6482	4.873632000000001
P14	PD-0332991	3.1840875
P14	AZ960	1.09615
P20	PF-02341066	2.9054925
P20	BIRB 0796	5.2114895
P20	AZD-2281	5.2725305
P20	OSI-906	2.070812
P20	Mirin	5.665673
P20	Axitinib	1.1353944999999999
P20	Vorinostat	0.0361935
P20	MLN8237	1.768173
P20	5-Fluorouracil	3.722653
P20	EHT 1864	2.3070049999999998
P20	YK 4-279	2.945923
P20	BMS-536924	1.251221
P20	SGC0946	3.500576
P20	AZD8931	-1.5059399999999998
P20	Obatoclax Mesylate	0.408028
P20	SB-505124	4.213998999999999
P20	XAV 939	5.6142354999999995
P20	Oxaliplatin	6.6746485
P20	Nilotinib	3.4593025
P20	AMG-706	4.2339400000000005
P20	PLX4720	6.556527
P20	SB 216763	4.2529715
P20	CHIR-99021	1.314875
P20	BIBW2992/Afatanib	-2.7389859999999997
P20	SCH772984	4.2774790000000005
P20	BMN-673	6.249614
P20	Gefitinib	0.59068
P20	SL 0101-1	0.4985735
P20	PD-173074	4.670316
P20	NU-7441	4.683043
P20	(5Z)-7-Oxozeaenol	3.6035199999999996
P20	681640	3.8231655
P20	GDC-0449	5.495902
P20	AZD8055	0.435881
P20	Gemcitibine	3.071087
P20	Docetaxel	-0.465273
P20	AKT inhibitor VIII	4.531973000000001
P20	FK866	4.254457
P20	BI-2536	0.322346
P20	PF-4708671	1.2422780000000002
P20	Lenalidomide	5.5674125
P20	LY317615	4.111801
P20	Nutlin-3a	5.680182
P20	INCB-18424/Ruxolitinib	5.953897
P20	BYL719	3.3917889999999997
P20	Paclitaxel	-0.8251200000000001
P20	GDC0941	2.152503
P20	ABT-263	3.975961
P20	MK-2206	-0.03472299999999999
P20	UNC0642	2.9726779999999997
P20	GW 441756	4.540972
P20	PAC-1	3.738805
P20	17-AAG	2.083193
P20	AICAR	3.7481055000000003
P20	NVP-BEZ235	-2.234517
P20	Cisplatin	0.14442750000000001
P20	BMS-345541	4.250495
P20	BMS-708163	3.5731895
P20	KU-55933	6.376702
P20	JQ1	-1.1929824999999998
P20	JNJ-26854165	3.490257
P20	Sorafenib	1.772809
P20	CEP-701	-0.167595
P20	PF477736	3.0051669999999997
P20	Cetuximab	4.2630365
P20	GSK2118436/Dabrafenib	5.328251
P20	Irinotecan	5.417643
P20	ZM-447439	3.709707
P20	Dasatanib	2.438418
P20	Camptothecin	-0.805419
P20	PF-562271	2.547647
P20	Embelin	4.813171
P20	Fulvestrant	3.3523449999999997
P20	BX-795	1.9850050000000001
P20	RO-3306	4.6783545
P20	GSK1120212/Tramatenib	-2.852157
P20	JNK Inhibitor VIII	5.824527
P20	GSK269962A	1.912609
P20	Bortezomib	-0.94458
P20	Temozolomide	7.604575
P20	AZD6482	3.9146085
P20	PD-0332991	4.659701
P20	AZ960	2.897453
P23	PF-02341066	3.765462
P23	BIRB 0796	6.5296505
P23	AZD-2281	5.674519
P23	OSI-906	5.2494689999999995
P23	Mirin	7.9797044999999995
P23	Axitinib	3.570747
P23	Vorinostat	2.0324965
P23	MLN8237	0.767876
P23	5-Fluorouracil	5.436728499999999
P23	EHT 1864	3.55167
P23	YK 4-279	1.435301
P23	BMS-536924	4.735892
P23	SGC0946	3.2916985
P23	AZD8931	-1.3798205000000001
P23	Obatoclax Mesylate	0.6371119999999999
P23	SB-505124	5.4908265
P23	XAV 939	5.784743000000001
P23	Oxaliplatin	7.160201000000001
P23	Nilotinib	4.551949500000001
P23	AMG-706	4.3868665
P23	PLX4720	6.067816499999999
P23	SB 216763	4.5353175
P23	CHIR-99021	2.958915
P23	BIBW2992/Afatanib	-0.23375750000000006
P23	SCH772984	5.637980000000001
P23	BMN-673	2.970679
P23	Gefitinib	0.8029765
P23	SL 0101-1	6.175959
P23	PD-173074	4.707669000000001
P23	NU-7441	4.747042500000001
P23	(5Z)-7-Oxozeaenol	3.911746
P23	681640	4.701776
P23	GDC-0449	5.143193500000001
P23	AZD8055	3.0971885
P23	Gemcitibine	0.8109059999999999
P23	Docetaxel	-1.8646494999999998
P23	AKT inhibitor VIII	6.2458685
P23	FK866	3.845092
P23	BI-2536	-1.409762
P23	PF-4708671	3.2772565
P23	Lenalidomide	5.8458375
P23	LY317615	4.239456
P23	Nutlin-3a	3.4912549999999998
P23	INCB-18424/Ruxolitinib	6.08469
P23	BYL719	5.022602
P23	Paclitaxel	-1.127843
P23	GDC0941	4.43856
P23	ABT-263	5.2417785
P23	MK-2206	5.7064235
P23	UNC0642	3.9778805
P23	GW 441756	4.6773810000000005
P23	PAC-1	5.2767385
P23	17-AAG	3.0296529999999997
P23	AICAR	3.930608
P23	NVP-BEZ235	-0.5302899999999999
P23	Cisplatin	0.428466
P23	BMS-345541	5.237786
P23	BMS-708163	4.7075085
P23	KU-55933	6.541893999999999
P23	JQ1	0.793116
P23	JNJ-26854165	5.015489
P23	Sorafenib	3.5845415000000003
P23	CEP-701	-0.0633025
P23	PF477736	4.282222
P23	Cetuximab	4.442857
P23	GSK2118436/Dabrafenib	3.957473
P23	Irinotecan	2.800998
P23	ZM-447439	4.460514
P23	Dasatanib	2.2291315
P23	Camptothecin	1.5313089999999998
P23	PF-562271	1.621407
P23	Embelin	6.506142499999999
P23	Fulvestrant	3.7126095
P23	BX-795	1.779575
P23	RO-3306	5.8255025
P23	GSK1120212/Tramatenib	-0.589665
P23	JNK Inhibitor VIII	6.291875
P23	GSK269962A	3.402855
P23	Bortezomib	-1.1201335
P23	Temozolomide	7.7761045
P23	AZD6482	5.201859000000001
P23	PD-0332991	3.2656205
P23	AZ960	6.0544855
P17	PF-02341066	1.310457
P17	BIRB 0796	6.2767155
P17	AZD-2281	4.435584
P17	OSI-906	0.953109
P17	Mirin	6.15962
P17	Axitinib	1.2331675
P17	Vorinostat	1.9424915
P17	MLN8237	-0.19931349999999992
P17	5-Fluorouracil	3.9846509999999995
P17	EHT 1864	3.848468
P17	YK 4-279	0.988074
P17	BMS-536924	1.3856895
P17	SGC0946	3.416761
P17	AZD8931	-2.6735575000000003
P17	Obatoclax Mesylate	-0.314086
P17	SB-505124	5.031834
P17	XAV 939	3.7290175000000003
P17	Oxaliplatin	5.9217285
P17	Nilotinib	0.9863755000000001
P17	AMG-706	3.4763
P17	PLX4720	4.995382
P17	SB 216763	4.0313229999999995
P17	CHIR-99021	3.5856000000000003
P17	BIBW2992/Afatanib	-2.415186
P17	SCH772984	1.5257895
P17	BMN-673	3.2965509999999996
P17	Gefitinib	-0.31498800000000005
P17	SL 0101-1	5.9052545
P17	PD-173074	3.5286514999999996
P17	NU-7441	2.9610070000000004
P17	(5Z)-7-Oxozeaenol	2.418907
P17	681640	2.295153
P17	GDC-0449	4.015923
P17	AZD8055	-0.456306
P17	Gemcitibine	0.9071984999999998
P17	Docetaxel	-4.2324285
P17	AKT inhibitor VIII	2.3361675
P17	FK866	3.378446
P17	BI-2536	-3.0727295000000003
P17	PF-4708671	0.6222795
P17	Lenalidomide	4.157294
P17	LY317615	4.9246935
P17	Nutlin-3a	5.750404
P17	INCB-18424/Ruxolitinib	4.322941500000001
P17	BYL719	1.618222
P17	Paclitaxel	-2.231521
P17	GDC0941	0.6743275
P17	ABT-263	3.687104
P17	MK-2206	3.473978
P17	UNC0642	3.38924
P17	GW 441756	2.762053
P17	PAC-1	4.5416185
P17	17-AAG	0.07623249999999998
P17	AICAR	1.576458
P17	NVP-BEZ235	-2.3839195
P17	Cisplatin	0.844129
P17	BMS-345541	2.3848629999999997
P17	BMS-708163	2.8246335
P17	KU-55933	5.1623684999999995
P17	JQ1	-0.04118749999999999
P17	JNJ-26854165	1.338134
P17	Sorafenib	2.8745195
P17	CEP-701	-1.9590450000000001
P17	PF477736	0.6901759999999999
P17	Cetuximab	3.422408
P17	GSK2118436/Dabrafenib	4.554994000000001
P17	Irinotecan	3.5672265000000003
P17	ZM-447439	2.339515
P17	Dasatanib	1.4252635
P17	Camptothecin	-1.450402
P17	PF-562271	1.3667745
P17	Embelin	5.231611
P17	Fulvestrant	4.0645435
P17	BX-795	0.9918555
P17	RO-3306	3.7218795
P17	GSK1120212/Tramatenib	-3.4039795
P17	JNK Inhibitor VIII	6.0092490000000005
P17	GSK269962A	1.509702
P17	Bortezomib	-2.1431465000000003
P17	Temozolomide	6.33248
P17	AZD6482	4.4935465
P17	PD-0332991	1.5319205
P17	AZ960	1.1527699999999999
P18	PF-02341066	3.857553
P18	BIRB 0796	6.669283999999999
P18	AZD-2281	5.105404
P18	OSI-906	1.1468260000000001
P18	Mirin	9.322410000000001
P18	Axitinib	3.0918919999999996
P18	Vorinostat	3.1023169999999998
P18	MLN8237	-0.11350299999999999
P18	5-Fluorouracil	1.5851790000000001
P18	EHT 1864	7.069899
P18	YK 4-279	1.148898
P18	BMS-536924	6.15273
P18	SGC0946	3.97473
P18	AZD8931	-0.881975
P18	Obatoclax Mesylate	0.15007750000000003
P18	SB-505124	3.6884930000000002
P18	XAV 939	6.172187999999999
P18	Oxaliplatin	7.137925999999999
P18	Nilotinib	3.537554
P18	AMG-706	4.839768
P18	PLX4720	7.120407000000001
P18	SB 216763	6.670634
P18	CHIR-99021	4.141952
P18	BIBW2992/Afatanib	1.499265
P18	SCH772984	5.735272
P18	BMN-673	0.01683
P18	Gefitinib	2.687871
P18	SL 0101-1	0.7660819999999999
P18	PD-173074	5.263555
P18	NU-7441	2.8174509999999997
P18	(5Z)-7-Oxozeaenol	5.061414
P18	681640	4.335005000000001
P18	GDC-0449	3.769735
P18	AZD8055	1.431416
P18	Gemcitibine	-2.695164
P18	Docetaxel	-3.3364830000000003
P18	AKT inhibitor VIII	6.155457
P18	FK866	4.472180000000001
P18	BI-2536	-3.155832
P18	PF-4708671	5.68302
P18	Lenalidomide	6.202166
P18	LY317615	4.193694
P18	Nutlin-3a	4.583118
P18	INCB-18424/Ruxolitinib	5.6232120000000005
P18	BYL719	5.546405
P18	Paclitaxel	-0.194023
P18	GDC0941	2.5883105
P18	ABT-263	5.098068
P18	MK-2206	4.850569999999999
P18	UNC0642	4.191072
P18	GW 441756	5.020857
P18	PAC-1	7.0990649999999995
P18	17-AAG	-1.0002870000000001
P18	AICAR	0.548772
P18	NVP-BEZ235	-1.9442810000000001
P18	Cisplatin	3.325932
P18	BMS-345541	4.5210300000000005
P18	BMS-708163	5.350432
P18	KU-55933	4.1242849999999995
P18	JQ1	2.4799900000000004
P18	JNJ-26854165	7.109085
P18	Sorafenib	4.319326
P18	CEP-701	0.430957
P18	PF477736	1.218459
P18	Cetuximab	2.43878
P18	GSK2118436/Dabrafenib	5.17924
P18	Irinotecan	0.461193
P18	ZM-447439	5.981387000000001
P18	Dasatanib	2.3426810000000002
P18	Camptothecin	-1.441967
P18	PF-562271	2.592562
P18	Embelin	6.42031
P18	Fulvestrant	4.721366000000001
P18	BX-795	2.594275
P18	RO-3306	5.999698
P18	GSK1120212/Tramatenib	-2.3437765
P18	JNK Inhibitor VIII	7.1344710000000005
P18	GSK269962A	4.19431
P18	Bortezomib	-0.591396
P18	Temozolomide	8.107548
P18	AZD6482	6.105265
P18	PD-0332991	2.986119
P18	AZ960	6.9373
P26	PF-02341066	3.97905
P26	BIRB 0796	6.179614
P26	AZD-2281	5.1740580000000005
P26	OSI-906	2.761657
P26	Mirin	8.262491
P26	Axitinib	3.06895
P26	Vorinostat	2.923006
P26	MLN8237	2.46045
P26	5-Fluorouracil	7.491897
P26	EHT 1864	6.752494
P26	YK 4-279	5.8392290000000004
P26	BMS-536924	4.460045
P26	SGC0946	3.184831
P26	AZD8931	4.862451999999999
P26	Obatoclax Mesylate	0.2201375
P26	SB-505124	3.289313
P26	XAV 939	4.892578
P26	Oxaliplatin	7.121575
P26	Nilotinib	3.957956
P26	AMG-706	5.131958
P26	PLX4720	6.956081
P26	SB 216763	6.595611
P26	CHIR-99021	6.9832600000000005
P26	BIBW2992/Afatanib	2.154398
P26	SCH772984	2.426949
P26	BMN-673	3.4904879999999996
P26	Gefitinib	3.209525
P26	SL 0101-1	2.294507
P26	PD-173074	5.3292
P26	NU-7441	4.744651
P26	(5Z)-7-Oxozeaenol	3.3867760000000002
P26	681640	4.58804
P26	GDC-0449	2.719169
P26	AZD8055	2.31835
P26	Gemcitibine	3.150684
P26	Docetaxel	-0.398979
P26	AKT inhibitor VIII	6.2625980000000006
P26	FK866	4.03718
P26	BI-2536	-0.45872299999999994
P26	PF-4708671	4.861056
P26	Lenalidomide	5.396861
P26	LY317615	7.021367
P26	Nutlin-3a	6.668353
P26	INCB-18424/Ruxolitinib	6.919053999999999
P26	BYL719	5.9134139999999995
P26	Paclitaxel	-0.8719049999999999
P26	GDC0941	5.5171085
P26	ABT-263	4.2612760000000005
P26	MK-2206	6.097386
P26	UNC0642	2.883744
P26	GW 441756	3.811809
P26	PAC-1	6.587917
P26	17-AAG	-0.23736500000000002
P26	AICAR	2.323833
P26	NVP-BEZ235	-0.38750300000000004
P26	Cisplatin	0.7727430000000001
P26	BMS-345541	3.9272730000000005
P26	BMS-708163	5.275467
P26	KU-55933	6.840984
P26	JQ1	1.519198
P26	JNJ-26854165	4.36413
P26	Sorafenib	3.774189
P26	CEP-701	3.396805
P26	PF477736	1.106647
P26	Cetuximab	6.494896
P26	GSK2118436/Dabrafenib	5.3437209999999995
P26	Irinotecan	2.808201
P26	ZM-447439	3.025678
P26	Dasatanib	2.872472
P26	Camptothecin	-1.164015
P26	PF-562271	2.3832139999999997
P26	Embelin	3.9499089999999994
P26	Fulvestrant	4.292330000000001
P26	BX-795	2.876933
P26	RO-3306	5.716264
P26	GSK1120212/Tramatenib	-1.9149960000000001
P26	JNK Inhibitor VIII	5.95822
P26	GSK269962A	5.577959
P26	Bortezomib	-1.501012
P26	Temozolomide	7.575956
P26	AZD6482	5.726008
P26	PD-0332991	4.365346
P26	AZ960	5.2834769999999995
P31	PF-02341066	3.771249
P31	BIRB 0796	6.7053055
P31	AZD-2281	5.6306055
P31	OSI-906	5.3093395
P31	Mirin	8.7357035
P31	Axitinib	5.301769500000001
P31	Vorinostat	2.6524985
P31	MLN8237	4.622534999999999
P31	5-Fluorouracil	7.180631
P31	EHT 1864	6.8234075
P31	YK 4-279	5.943209
P31	BMS-536924	5.7184919999999995
P31	SGC0946	3.4669875
P31	AZD8931	4.505689
P31	Obatoclax Mesylate	3.146579
P31	SB-505124	5.5407934999999995
P31	XAV 939	5.852537999999999
P31	Oxaliplatin	7.039790999999999
P31	Nilotinib	4.8022225
P31	AMG-706	4.9254005
P31	PLX4720	6.0824675
P31	SB 216763	6.4846335
P31	CHIR-99021	6.758189
P31	BIBW2992/Afatanib	3.1896575
P31	SCH772984	5.818289999999999
P31	BMN-673	6.4625140000000005
P31	Gefitinib	3.5500685
P31	SL 0101-1	6.375884
P31	PD-173074	5.123626
P31	NU-7441	4.9956495
P31	(5Z)-7-Oxozeaenol	5.1773065
P31	681640	4.2877695
P31	GDC-0449	6.583914
P31	AZD8055	5.071218
P31	Gemcitibine	3.8775585
P31	Docetaxel	-0.35062000000000004
P31	AKT inhibitor VIII	6.191377
P31	FK866	4.324434999999999
P31	BI-2536	3.5669305
P31	PF-4708671	2.637543
P31	Lenalidomide	6.4272290000000005
P31	LY317615	6.419632
P31	Nutlin-3a	5.814890999999999
P31	INCB-18424/Ruxolitinib	6.6846890000000005
P31	BYL719	5.913479000000001
P31	Paclitaxel	-1.3477635000000001
P31	GDC0941	5.9782265
P31	ABT-263	5.4387705
P31	MK-2206	5.965846
P31	UNC0642	3.7751114999999995
P31	GW 441756	4.0246015
P31	PAC-1	6.1456155
P31	17-AAG	4.492142
P31	AICAR	6.248696000000001
P31	NVP-BEZ235	2.7377775
P31	Cisplatin	5.3198240000000006
P31	BMS-345541	6.56752
P31	BMS-708163	4.015203
P31	KU-55933	6.867587500000001
P31	JQ1	1.5359965
P31	JNJ-26854165	4.1845555
P31	Sorafenib	5.772549
P31	CEP-701	4.0413440000000005
P31	PF477736	3.924784
P31	Cetuximab	7.939826
P31	GSK2118436/Dabrafenib	6.9223680000000005
P31	Irinotecan	4.7350405
P31	ZM-447439	5.115804499999999
P31	Dasatanib	4.0859760000000005
P31	Camptothecin	1.6948545
P31	PF-562271	6.1332375
P31	Embelin	6.54538
P31	Fulvestrant	3.9737125
P31	BX-795	4.701046
P31	RO-3306	5.386049
P31	GSK1120212/Tramatenib	1.752129
P31	JNK Inhibitor VIII	6.418304
P31	GSK269962A	5.953759
P31	Bortezomib	-0.20644399999999996
P31	Temozolomide	7.1783459999999994
P31	AZD6482	6.1261615
P31	PD-0332991	5.189431000000001
P31	AZ960	6.5115345
P28	PF-02341066	1.70528
P28	BIRB 0796	5.710878
P28	AZD-2281	5.098875
P28	OSI-906	4.724826999999999
P28	Mirin	6.8981710000000005
P28	Axitinib	2.333466
P28	Vorinostat	1.165934
P28	MLN8237	0.353288
P28	5-Fluorouracil	3.237331
P28	EHT 1864	6.7294410000000005
P28	YK 4-279	1.8783310000000002
P28	BMS-536924	2.370793
P28	SGC0946	2.482344
P28	AZD8931	1.095593
P28	Obatoclax Mesylate	-0.902925
P28	SB-505124	5.855653
P28	XAV 939	4.644403
P28	Oxaliplatin	5.115634
P28	Nilotinib	4.540868
P28	AMG-706	4.043482
P28	PLX4720	5.805567
P28	SB 216763	5.064582
P28	CHIR-99021	4.019845
P28	BIBW2992/Afatanib	0.011116
P28	SCH772984	1.3518379999999999
P28	BMN-673	3.143366
P28	Gefitinib	0.320525
P28	SL 0101-1	2.0043330000000004
P28	PD-173074	1.2772459999999999
P28	NU-7441	2.759331
P28	(5Z)-7-Oxozeaenol	2.555805
P28	681640	2.7779380000000002
P28	GDC-0449	3.1873099999999996
P28	AZD8055	1.463794
P28	Gemcitibine	-0.240154
P28	Docetaxel	-1.8772
P28	AKT inhibitor VIII	4.696414
P28	FK866	3.57919
P28	BI-2536	-1.198485
P28	PF-4708671	4.14229
P28	Lenalidomide	5.310797
P28	LY317615	4.543486
P28	Nutlin-3a	1.278825
P28	INCB-18424/Ruxolitinib	6.39684
P28	BYL719	3.362886
P28	Paclitaxel	-2.984388
P28	GDC0941	1.7123809999999997
P28	ABT-263	4.558083
P28	MK-2206	2.168575
P28	UNC0642	3.4361589999999995
P28	GW 441756	4.153016
P28	PAC-1	5.499885
P28	17-AAG	-1.20224
P28	AICAR	4.679977
P28	NVP-BEZ235	-2.093946
P28	Cisplatin	-0.598817
P28	BMS-345541	3.781271
P28	BMS-708163	3.1448650000000002
P28	KU-55933	6.070118
P28	JQ1	0.739978
P28	JNJ-26854165	3.738714
P28	Sorafenib	2.9034619999999998
P28	CEP-701	-1.476176
P28	PF477736	1.3623379999999998
P28	Cetuximab	4.7107339999999995
P28	GSK2118436/Dabrafenib	2.187965
P28	Irinotecan	3.297346
P28	ZM-447439	3.255541
P28	Dasatanib	-1.358468
P28	Camptothecin	-0.5174489999999999
P28	PF-562271	1.480205
P28	Embelin	6.003699
P28	Fulvestrant	4.077155
P28	BX-795	1.164844
P28	RO-3306	2.887505
P28	GSK1120212/Tramatenib	-1.784739
P28	JNK Inhibitor VIII	6.685667
P28	GSK269962A	3.0988740000000004
P28	Bortezomib	-1.514772
P28	Temozolomide	7.334636
P28	AZD6482	4.805663
P28	PD-0332991	1.428668
P28	AZ960	3.3941830000000004
P7	PF-02341066	0.104227
P7	BIRB 0796	6.200383
P7	AZD-2281	3.193533
P7	OSI-906	-0.265782
P7	Mirin	5.457000000000001
P7	Axitinib	0.896709
P7	Vorinostat	0.7523270000000001
P7	MLN8237	0.07487100000000001
P7	5-Fluorouracil	3.056864
P7	EHT 1864	6.457516
P7	YK 4-279	1.074255
P7	BMS-536924	3.370942
P7	SGC0946	3.262614
P7	AZD8931	-5.038749
P7	Obatoclax Mesylate	0.38152850000000005
P7	SB-505124	6.185608
P7	XAV 939	5.698666
P7	Oxaliplatin	7.118264
P7	Nilotinib	4.468407
P7	AMG-706	5.045751999999999
P7	PLX4720	6.5742389999999995
P7	SB 216763	6.506101
P7	CHIR-99021	6.114301
P7	BIBW2992/Afatanib	0.6711050000000001
P7	SCH772984	-0.051897000000000006
P7	BMN-673	1.050405
P7	Gefitinib	0.309613
P7	SL 0101-1	0.226996
P7	PD-173074	4.350229
P7	NU-7441	2.557517
P7	(5Z)-7-Oxozeaenol	3.839312
P7	681640	4.786441
P7	GDC-0449	1.397494
P7	AZD8055	-0.237625
P7	Gemcitibine	-5.3491040000000005
P7	Docetaxel	-4.662909
P7	AKT inhibitor VIII	0.869548
P7	FK866	3.931656
P7	BI-2536	-2.503286
P7	PF-4708671	1.8315569999999999
P7	Lenalidomide	4.218127
P7	LY317615	4.200791000000001
P7	Nutlin-3a	0.440058
P7	INCB-18424/Ruxolitinib	3.3096410000000005
P7	BYL719	0.964935
P7	Paclitaxel	-4.090984
P7	GDC0941	-0.477701
P7	ABT-263	4.874371
P7	MK-2206	0.244279
P7	UNC0642	3.12118
P7	GW 441756	4.74074
P7	PAC-1	5.590073
P7	17-AAG	-2.2893310000000002
P7	AICAR	1.9991439999999998
P7	NVP-BEZ235	-2.067874
P7	Cisplatin	2.384054
P7	BMS-345541	5.271962
P7	BMS-708163	3.195395
P7	KU-55933	4.831074
P7	JQ1	-0.7014600000000001
P7	JNJ-26854165	2.338988
P7	Sorafenib	1.986489
P7	CEP-701	-1.588956
P7	PF477736	0.977073
P7	Cetuximab	3.429468
P7	GSK2118436/Dabrafenib	3.961269
P7	Irinotecan	0.6880649999999999
P7	ZM-447439	4.655997
P7	Dasatanib	-0.23854099999999998
P7	Camptothecin	-2.780088
P7	PF-562271	2.84285
P7	Embelin	6.028994
P7	Fulvestrant	4.043264
P7	BX-795	0.289141
P7	RO-3306	5.383979
P7	GSK1120212/Tramatenib	-3.6718835
P7	JNK Inhibitor VIII	6.399108999999999
P7	GSK269962A	2.426425
P7	Bortezomib	-6.199514
P7	Temozolomide	7.217919
P7	AZD6482	2.021225
P7	PD-0332991	1.9086020000000001
P7	AZ960	0.396354
