Organoid	Drug_ID	Drug Name	Max_conc	IC50	BETA	AUC
P16	1058	GDC0941	4	4.245118	0.848438	0.966125
P16	1058	GDC0941	4	4.867314	0.916774	0.993238
P16	1058	GDC0941	4	5.755256	0.992292	0.982125
P16	1058	GDC0941	4	5.357522	0.899447	0.984625
P16	1059	AZD8055	2	2.157033	0.801345	0.92
P16	1059	AZD8055	2	2.394263	0.924013	0.896125
P16	1059	AZD8055	2	1.020101	1.090294	0.947375
P16	1066	AZD6482	5	6.255169	1.054062	0.994712
P16	1066	AZD6482	5	6.301425	1.041805	0.994712
P16	1066	AZD6482	5	6.146672	1.056194	0.994713
P16	1068	Obatoclax Mesylate	10	-0.868785	0.8682	0.44375
P16	1068	Obatoclax Mesylate	10	-0.21052	1.314828	0.54125
P16	1068	Obatoclax Mesylate	10	-0.536304	1.083517	0.4825
P16	1068	Obatoclax Mesylate	10	0.338996	1.412708	0.656125
P16	1068	Obatoclax Mesylate	10	0.618532	1.721852	0.625
P16	1068	Obatoclax Mesylate	10	0.36897	1.638492	0.648625
P16	1069	EHT 1864	10	7.097202	1.050203	0.994712
P16	1069	EHT 1864	10	6.893866	1.038226	0.995962
P16	1069	EHT 1864	10	6.80248	1.020734	0.994713
P16	1072	BMS-708163	5	4.916589	0.769153	0.963625
P16	1072	BMS-708163	5	5.747912	0.985393	0.993238
P16	1072	BMS-708163	5	5.428195	0.952472	0.988488
P16	1073	5-Fluorouracil	20	7.525857	1.053251	0.994712
P16	1073	5-Fluorouracil	20	7.713424	1.071783	0.998213
P16	1073	5-Fluorouracil	20	7.166686	1.024992	0.993237
P16	1079	Dasatanib	0.5	4.19726	1.057424	0.998212
P16	1079	Dasatanib	0.5	4.133529	1.067369	0.998224
P16	1079	Dasatanib	0.5	4.317822	1.069798	0.998224
P16	1080	Paclitaxel	0.01	0.196129	1.032552	0.994713
P16	1080	Paclitaxel	0.01	-0.985676	0.900515	0.993237
P16	1080	Paclitaxel	0.01	-0.30551	1.032845	0.983375
P16	1083	PF-02341066	1	4.242873	0.973733	0.993237
P16	1083	PF-02341066	1	4.109373	1.001923	0.993237
P16	1083	PF-02341066	1	4.147431	0.983949	0.991988
P16	1085	Sorafenib	4	3.907303	1.026947	0.973375
P16	1085	Sorafenib	4	2.341023	0.988509	0.963375
P16	1085	Sorafenib	4	3.290581	1.046808	0.923625
P16	1086	BI-2536	0.5	-0.343679	0.777467	0.91
P16	1086	BI-2536	0.5	-0.722796	0.734654	0.79875
P16	1086	BI-2536	0.5	1.078394	0.825074	0.745
P16	1088	Irinotecan	5	0.804457	0.624761	0.81375
P16	1088	Irinotecan	5	1.479068	0.802635	0.71625
P16	1088	Irinotecan	5	2.135288	0.27629	0.67375
P16	1089	Oxaliplatin	20	7.608081	1.036871	0.994487
P16	1089	Oxaliplatin	20	7.396215	1.028495	0.994712
P16	1089	Oxaliplatin	20	7.046448	0.879715	0.984625
P16	1091	BMS-536924	4	5.071226	0.981082	0.984738
P16	1091	BMS-536924	4	3.071488	0.809249	0.984738
P16	1091	BMS-536924	4	5.023708	0.985083	0.93
P16	1114	Cetuximab	32.9	6.707761	0.940624	0.988487
P16	1114	Cetuximab	32.9	7.28999	0.986058	0.983375
P16	1114	Cetuximab	32.9	6.770638	0.99455	0.982125
P16	1116	AKT inhibitor VIII	5	6.335468	1.067955	0.995963
P16	1116	AKT inhibitor VIII	5	6.31524	1.051705	0.998212
P16	1116	AKT inhibitor VIII	5	6.807132	1.094179	0.998224
P16	1129	PF-4708671	10	5.457124	1.030921	0.983487
P16	1129	PF-4708671	10	2.569062	1.266763	0.983487
P16	1129	PF-4708671	10	5.474455	1.044285	0.871125
P16	1133	JNJ-26854165	10	6.112008	1.032487	0.982237
P16	1133	JNJ-26854165	10	5.513855	1.019996	0.991987
P16	1133	JNJ-26854165	10	4.833905	1.097692	0.977125
P16	1134	LY317615	10	4.302652	1.094696	0.943625
P16	1134	LY317615	10	3.384733	1.211729	0.937125
P16	1134	LY317615	10	3.684478	1.073437	0.909875
P16	1150	Embelin	10	4.962784	0.819459	0.993237
P16	1150	Embelin	10	6.643907	1.0068	0.994487
P16	1150	Embelin	10	6.760549	1.03102	0.961125
P16	1190	Gemcitibine	10	0.420527	0.573228	0.725
P16	1190	Gemcitibine	10	1.359768	0.743918	0.7
P16	1190	Gemcitibine	10	1.091265	0.812307	0.5925
P16	1191	Bortezomib	0.02	-3.046228	0.999475	0.89625
P16	1191	Bortezomib	0.02	-1.280337	0.912307	0.961125
P16	1191	Bortezomib	0.02	-2.907209	0.750154	0.8775
P16	1192	GSK269962A	5	1.291336	1.067681	0.8625
P16	1192	GSK269962A	5	1.902332	0.872593	0.83375
P16	1192	GSK269962A	5	1.683702	1.058302	0.876125
P16	1194	SB-505124	10	3.727745	0.660095	0.8375
P16	1194	SB-505124	10	3.161727	0.810408	0.89375
P16	1194	SB-505124	10	2.739757	0.687169	0.8875
P16	1200	Fulvestrant	1	4.337583	1.01106	0.993238
P16	1200	Fulvestrant	1	2.649051	0.913324	0.968625
P16	1200	Fulvestrant	1	2.412362	0.805838	0.953625
P16	1218	JQ1	1	1.810995	1.084642	0.962125
P16	1218	JQ1	1	1.842843	1.095194	0.969625
P16	1218	JQ1	1	2.240471	1.038058	0.960875
P16	1239	YK 4-279	10	2.297519	0.808386	0.82875
P16	1239	YK 4-279	10	1.810958	0.984521	0.81
P16	1239	YK 4-279	10	2.094338	0.793334	0.805
P16	1241	CHIR-99021	10	5.29388	1.029987	0.980987
P16	1241	CHIR-99021	10	4.078815	1.12712	0.959625
P16	1241	CHIR-99021	10	3.47517	1.218905	0.943375
P16	1242	(5Z)-7-Oxozeaenol	10	3.267812	0.532312	0.8225
P16	1242	(5Z)-7-Oxozeaenol	10	4.351752	0.634266	0.87875
P16	1242	(5Z)-7-Oxozeaenol	10	3.124905	0.88332	0.905
P16	1248	FK866	1	4.109952	1.003414	0.993238
P16	1248	FK866	1	4.787978	1.040596	0.988487
P16	1248	FK866	1	3.897779	0.984404	0.994712
P16	1249	BMS-345541	10	5.477277	1.005679	0.982125
P16	1249	BMS-345541	10	5.288807	0.976131	0.977125
P16	1249	BMS-345541	10	6.015308	1.050021	0.991987
P16	1250	AZ960	10	3.546739	1.231187	0.977125
P16	1250	AZ960	10	5.190603	1.019912	0.934875
P16	1250	AZ960	10	3.350924	1.127894	0.949625
P16	1259	BMN-673	10	3.229737	0.779502	0.92375
P16	1259	BMN-673	10	1.494785	0.727235	0.8925
P16	1259	BMN-673	10	3.594467	0.895849	0.715
P16	1263	UNC0642	0.5	3.450669	0.990509	0.993238
P16	1263	UNC0642	0.5	4.287129	1.084381	0.998212
P16	1263	UNC0642	0.5	4.136579	1.059077	0.998224
P16	1264	SGC0946	0.5	3.387183	0.96793	0.991988
P16	1264	SGC0946	0.5	3.267035	0.994993	0.989738
P16	1264	SGC0946	0.5	3.379635	0.943754	0.991987
P16	1268	XAV 939	5	6.045167	0.996777	0.994487
P16	1268	XAV 939	5	5.89456	1.008033	0.993238
P16	1268	XAV 939	5	6.100259	1.021666	0.993238
P16	1372	GSK1120212/Tramatenib	1	-2.545741	0.690519	0.54875
P16	1372	GSK1120212/Tramatenib	1	-2.334534	0.648048	0.535
P16	1372	GSK1120212/Tramatenib	1	-2.479553	0.550811	0.53
P16	1372	GSK1120212/Tramatenib	1	-1.914241	0.631895	0.60125
P16	1372	GSK1120212/Tramatenib	1	-1.972969	0.579457	0.585
P16	1372	GSK1120212/Tramatenib	1	-2.194867	0.669939	0.57375
P16	1373	GSK2118436/Dabrafenib	10	4.959802	0.939161	0.973375
P16	1373	GSK2118436/Dabrafenib	10	5.175644	0.96778	0.961125
P16	1373	GSK2118436/Dabrafenib	10	5.586004	0.962504	0.978375
P16	1375	Temozolomide	30	7.782043	0.971485	0.994487
P16	1375	Temozolomide	30	7.932201	1.011118	0.994487
P16	1375	Temozolomide	30	7.841138	1.008358	0.993237
P16	1504	PF-562271	10	1.615641	1.37852	0.822375
P16	1504	PF-562271	10	2.640195	1.253208	0.867375
P16	1504	PF-562271	10	1.613089	1.376804	0.823625
P16	1506	PAC-1	10	5.307138	1.012252	0.978375
P16	1506	PAC-1	10	3.388078	1.080083	0.931125
P16	1506	PAC-1	10	5.479551	0.99208	0.978375
P16	1507	INCB-18424/Ruxolitinib	10	4.863686	0.904466	0.961125
P16	1507	INCB-18424/Ruxolitinib	10	5.904722	0.947896	0.983375
P16	1507	INCB-18424/Ruxolitinib	10	6.010767	0.880211	0.983375
P16	1510	OSI-906	2.5	5.6794	1.044824	0.994488
P16	1510	OSI-906	2.5	5.4901	1.007323	0.994712
P16	1510	OSI-906	2.5	5.655605	1.046678	0.994713
P16	1549	AZD8931	5	0.912717	0.517438	0.62625
P16	1549	AZD8931	5	0.576665	0.381585	0.79625
P16	1549	AZD8931	5	1.327184	0.749334	0.69375
P16	1560	BYL719	5	5.977889	1.034599	0.994713
P16	1560	BYL719	5	5.208567	1.015214	0.988487
P16	1560	BYL719	5	4.061511	0.935112	0.967375
P16	1564	SCH772984	5	4.436664	0.937005	0.972125
P16	1564	SCH772984	5	5.022567	0.912451	0.979625
P16	1564	SCH772984	5	5.266344	1.006699	0.988487
P17	1001	AICAR	100	1.729867	1.173069	0.44
P17	1001	AICAR	100	1.423049	0.933546	0.52
P17	1003	Camptothecin	0.1	-2.389344	1.071388	0.83
P17	1003	Camptothecin	0.1	-0.51146	0.983398	0.941125
P17	1005	Cisplatin	6	0.055012	0.82723	0.7525
P17	1005	Cisplatin	6	1.633246	0.570044	0.645
P17	1007	Docetaxel	0.0125	-3.343705	0.864219	0.74875
P17	1007	Docetaxel	0.0125	-5.121152	0.743443	0.9
P17	1010	Gefitinib	0.5	0.099774	0.993789	0.909875
P17	1010	Gefitinib	0.5	0.086166	1.04477	0.909875
P17	1010	Gefitinib	0.5	-0.716142	1.120679	0.841125
P17	1010	Gefitinib	0.5	-1.084253	1.212909	0.846125
P17	1011	ABT-263	2	3.384994	0.842087	0.957375
P17	1011	ABT-263	2	3.989214	0.957736	0.982125
P17	1012	Vorinostat	10	2.735597	1.112111	0.868625
P17	1012	Vorinostat	10	1.149386	1.351588	0.73125
P17	1013	Nilotinib	2	0.776147	0.887048	0.84375
P17	1013	Nilotinib	2	1.196604	0.744062	0.82375
P17	1017	AZD-2281	5	4.504262	0.850626	0.962375
P17	1017	AZD-2281	5	4.366906	0.937242	0.970875
P17	1020	Lenalidomide	5	3.100269	0.709974	0.8975
P17	1020	Lenalidomide	5	5.214319	0.944869	0.983375
P17	1021	Axitinib	2	1.472105	1.000495	0.85875
P17	1021	Axitinib	2	0.99423	0.877002	0.904875
P17	1023	GW 441756	2	3.099926	0.856771	0.92625
P17	1023	GW 441756	2	2.42418	0.823745	0.951125
P17	1024	CEP-701	2	-1.333995	1.083311	0.53
P17	1024	CEP-701	2	-2.584095	0.85044	0.43875
P17	1025	SB 216763	10	5.09461	0.934825	0.972125
P17	1025	SB 216763	10	2.968036	0.908151	0.88625
P17	1026	17-AAG	1	0.925998	1.126161	0.893625
P17	1026	17-AAG	1	-0.773533	0.912649	0.7675
P17	1029	AMG-706	2	3.287188	0.87641	0.969875
P17	1029	AMG-706	2	3.665412	0.882762	0.957375
P17	1030	KU-55933	10	6.119426	0.965799	0.988488
P17	1030	KU-55933	10	4.205311	0.895876	0.941125
P17	1032	BIBW2992/Afatanib	0.5	-2.404592	0.99	0.66
P17	1032	BIBW2992/Afatanib	0.5	-2.42578	0.874304	0.6475
P17	1033	GDC-0449	10	1.754523	0.845225	0.84375
P17	1033	GDC-0449	10	2.888408	0.69513	0.7825
P17	1033	GDC-0449	10	5.143438	0.771654	0.95125
P17	1033	GDC-0449	10	5.803784	0.944176	0.983375
P17	1036	PLX4720	10	5.274816	0.930805	0.993237
P17	1036	PLX4720	10	6.376436	1.023857	0.975875
P17	1036	PLX4720	10	3.859044	0.912189	0.936125
P17	1036	PLX4720	10	4.715948	0.852526	0.954875
P17	1037	BX-795	5	0.543646	0.996135	0.826125
P17	1037	BX-795	5	1.440065	1.202691	0.745
P17	1038	NU-7441	2	3.891129	0.921153	0.977125
P17	1038	NU-7441	2	2.030885	0.766983	0.90125
P17	1039	SL 0101-1	10	5.611198	0.915832	0.991988
P17	1039	SL 0101-1	10	6.199311	0.983983	0.978375
P17	1042	BIRB 0796	10	6.842611	1.021156	0.994712
P17	1042	BIRB 0796	10	5.71082	0.98208	0.983375
P17	1043	JNK Inhibitor VIII	10	6.945843	1.065188	0.991988
P17	1043	JNK Inhibitor VIII	10	6.160979	1.031136	0.994712
P17	1043	JNK Inhibitor VIII	10	5.824844	0.954269	0.983375
P17	1043	JNK Inhibitor VIII	10	5.857519	0.912493	0.983375
P17	1046	681640	2	1.444269	0.797214	0.949875
P17	1046	681640	2	3.146037	0.814446	0.87375
P17	1047	Nutlin-3a	8	5.368286	0.88778	0.991988
P17	1047	Nutlin-3a	8	6.132522	0.965182	0.977125
P17	1048	Mirin	100	8.679871	0.987427	0.991988
P17	1048	Mirin	100	8.004928	1.019795	0.984738
P17	1048	Mirin	100	4.284301	0.984594	0.80625
P17	1048	Mirin	100	4.314312	0.884252	0.80125
P17	1049	PD-173074	2	4.329139	0.965157	0.984738
P17	1049	PD-173074	2	2.728164	0.826229	0.9375
P17	1050	ZM-447439	4	1.711654	1.053905	0.934875
P17	1050	ZM-447439	4	2.967376	0.930102	0.871125
P17	1051	MLN8237	2	1.512128	0.707241	0.84625
P17	1051	MLN8237	2	2.06297	0.807464	0.91125
P17	1051	MLN8237	2	-1.910755	0.861184	0.5775
P17	1051	MLN8237	2	-1.968558	0.852684	0.58125
P17	1052	RO-3306	5	2.843863	0.984591	0.973375
P17	1052	RO-3306	5	4.599896	0.926058	0.922375
P17	1053	MK-2206	4	4.693619	0.88788	0.977125
P17	1053	MK-2206	4	2.254337	0.783383	0.875
P17	1054	PD-0332991	4	1.621352	0.490979	0.74875
P17	1054	PD-0332991	4	1.442489	0.565912	0.76
P17	1055	PF477736	1	1.147688	1.105255	0.8675
P17	1055	PF477736	1	0.232664	0.94795	0.934875
P17	1055	PF477736	1	-0.17312	1.046299	0.83125
P17	1055	PF477736	1	1.91731	1.076811	0.953625
P17	1057	NVP-BEZ235	0.25	-2.43047	0.683373	0.73
P17	1057	NVP-BEZ235	0.25	-2.337369	0.792628	0.7025
P17	1058	GDC0941	4	0.862795	0.643331	0.84625
P17	1058	GDC0941	4	2.153998	0.669438	0.7425
P17	1058	GDC0941	4	0.850911	0.883173	0.78875
P17	1058	GDC0941	4	0.434344	0.821569	0.7375
P17	1058	GDC0941	4	0.497744	0.714238	0.6625
P17	1058	GDC0941	4	0.313379	0.507684	0.725
P17	1059	AZD8055	2	-0.748276	0.76162	0.7425
P17	1059	AZD8055	2	-0.164336	0.807639	0.67125
P17	1066	AZD6482	5	4.822894	0.939645	0.964875
P17	1066	AZD6482	5	4.164199	0.914558	0.978375
P17	1068	Obatoclax Mesylate	10	-0.564938	1.512271	0.5
P17	1068	Obatoclax Mesylate	10	-0.458719	1.665941	0.4875
P17	1068	Obatoclax Mesylate	10	0.041893	1.694249	0.5875
P17	1068	Obatoclax Mesylate	10	-0.419611	1.042274	0.50875
P17	1068	Obatoclax Mesylate	10	-0.208561	0.828015	0.555
P17	1068	Obatoclax Mesylate	10	-0.140179	1.106032	0.53875
P17	1069	EHT 1864	10	5.820754	0.985548	0.984737
P17	1069	EHT 1864	10	6.453206	1.01446	0.993238
P17	1069	EHT 1864	10	1.876182	1.095575	0.805
P17	1069	EHT 1864	10	1.692402	1.054731	0.82625
P17	1072	BMS-708163	5	2.795773	0.816391	0.87375
P17	1072	BMS-708163	5	2.853494	0.654245	0.89875
P17	1073	5-Fluorouracil	20	3.973656	0.61665	0.9
P17	1073	5-Fluorouracil	20	3.995646	0.865365	0.84
P17	1079	Dasatanib	0.5	1.479602	0.822247	0.9425
P17	1079	Dasatanib	0.5	1.370925	0.81803	0.935
P17	1080	Paclitaxel	0.01	-0.248644	1.02254	0.983487
P17	1080	Paclitaxel	0.01	-1.19402	0.983757	0.994488
P17	1080	Paclitaxel	0.01	-4.045544	0.834074	0.90125
P17	1080	Paclitaxel	0.01	-3.269022	0.743554	0.8675
P17	1083	PF-02341066	1	0.956831	0.770838	0.936125
P17	1083	PF-02341066	1	1.664083	0.885113	0.8825
P17	1085	Sorafenib	4	3.236269	1.003981	0.947375
P17	1085	Sorafenib	4	3.344894	1.075399	0.960875
P17	1085	Sorafenib	4	2.493267	0.994473	0.914875
P17	1085	Sorafenib	4	2.51277	1.134794	0.916125
P17	1086	BI-2536	0.5	-1.710515	0.566998	0.66
P17	1086	BI-2536	0.5	-1.602864	0.472947	0.675
P17	1086	BI-2536	0.5	-4.434944	1.007019	0.37125
P17	1086	BI-2536	0.5	-4.46517	0.920535	0.365
P17	1088	Irinotecan	5	5.834426	1.011066	0.993237
P17	1088	Irinotecan	5	5.842038	1.014566	0.993237
P17	1088	Irinotecan	5	0.481294	1.119637	0.77375
P17	1088	Irinotecan	5	1.300027	0.7662	0.7375
P17	1089	Oxaliplatin	20	5.31411	0.861622	0.983375
P17	1089	Oxaliplatin	20	6.529347	0.944253	0.952375
P17	1091	BMS-536924	4	2.837065	1.027415	0.939875
P17	1091	BMS-536924	4	5.160221	1.015153	0.991987
P17	1091	BMS-536924	4	-0.263008	0.931645	0.66125
P17	1091	BMS-536924	4	-0.065686	0.709703	0.665
P17	1114	Cetuximab	32.9	3.153879	0.61411	0.75
P17	1114	Cetuximab	32.9	3.690937	0.66981	0.80875
P17	1116	AKT inhibitor VIII	5	2.661832	0.981609	0.922375
P17	1116	AKT inhibitor VIII	5	1.672567	1.093618	0.857375
P17	1116	AKT inhibitor VIII	5	2.120913	1.102525	0.871125
P17	1116	AKT inhibitor VIII	5	2.551422	1.130547	0.897375
P17	1129	PF-4708671	10	0.474428	1.027799	0.6925
P17	1129	PF-4708671	10	0.770131	1.202921	0.64875
P17	1133	JNJ-26854165	10	2.767168	1.209746	0.84375
P17	1133	JNJ-26854165	10	2.078717	1.110292	0.891125
P17	1133	JNJ-26854165	10	0.134477	1.166456	0.59375
P17	1133	JNJ-26854165	10	0.597551	1.386635	0.6725
P17	1134	LY317615	10	6.176836	0.981716	0.991988
P17	1134	LY317615	10	5.939813	0.971	0.984738
P17	1134	LY317615	10	3.909574	0.842082	0.92875
P17	1134	LY317615	10	2.575181	0.895409	0.86125
P17	1150	Embelin	10	5.855049	0.992869	0.984625
P17	1150	Embelin	10	5.834676	0.96249	0.984738
P17	1150	Embelin	10	4.628546	0.813189	0.948625
P17	1150	Embelin	10	3.922488	0.798543	0.91625
P17	1190	Gemcitibine	10	3.897921	0.946466	0.943625
P17	1190	Gemcitibine	10	4.349754	0.873544	0.936125
P17	1190	Gemcitibine	10	-2.083524	0.545572	0.31875
P17	1190	Gemcitibine	10	-2.999057	0.521713	0.37875
P17	1191	Bortezomib	0.02	-0.967085	1.033849	0.982125
P17	1191	Bortezomib	0.02	-0.549764	1.061726	0.984738
P17	1191	Bortezomib	0.02	-3.319208	0.975383	0.88
P17	1191	Bortezomib	0.02	-3.588265	0.988182	0.855
P17	1192	GSK269962A	5	3.691593	0.842011	0.939875
P17	1192	GSK269962A	5	2.380459	0.978388	0.909875
P17	1192	GSK269962A	5	0.616113	1.266243	0.7675
P17	1192	GSK269962A	5	0.638945	1.062875	0.7625
P17	1194	SB-505124	10	3.887147	0.932546	0.988488
P17	1194	SB-505124	10	6.176521	0.965379	0.934875
P17	1200	Fulvestrant	1	3.960574	1.014321	0.991988
P17	1200	Fulvestrant	1	4.168513	1.044091	0.993237
P17	1200	Fulvestrant	1	1.906497	0.6401	0.89875
P17	1200	Fulvestrant	1	4.183299	1.0063	0.993238
P17	1218	JQ1	1	-0.71369	1.093278	0.861125
P17	1218	JQ1	1	0.631315	1.224576	0.7925
P17	1239	YK 4-279	10	2.095549	0.844657	0.82875
P17	1239	YK 4-279	10	2.168122	0.897145	0.81875
P17	1239	YK 4-279	10	-0.137639	1.192162	0.5625
P17	1239	YK 4-279	10	-0.119401	1.239822	0.55375
P17	1241	CHIR-99021	10	3.128702	0.93138	0.931125
P17	1241	CHIR-99021	10	4.042498	1.107961	0.9025
P17	1242	(5Z)-7-Oxozeaenol	10	1.659446	1.119179	0.89125
P17	1242	(5Z)-7-Oxozeaenol	10	3.178368	1.009645	0.77125
P17	1248	FK866	1	4.354563	0.988954	0.984738
P17	1248	FK866	1	3.646877	0.975407	0.993237
P17	1248	FK866	1	3.110015	0.896431	0.975875
P17	1248	FK866	1	2.431893	0.844586	0.958625
P17	1249	BMS-345541	10	4.843741	1.041594	0.972125
P17	1249	BMS-345541	10	2.948644	1.200832	0.878625
P17	1249	BMS-345541	10	1.821082	0.763157	0.76375
P17	1249	BMS-345541	10	1.817556	0.938601	0.79
P17	1250	AZ960	10	1.995397	0.985539	0.75875
P17	1250	AZ960	10	1.471947	0.945425	0.8275
P17	1250	AZ960	10	0.833593	1.198312	0.6975
P17	1250	AZ960	10	0.809596	1.147977	0.7
P17	1259	BMN-673	10	4.545809	0.912951	0.953625
P17	1259	BMN-673	10	5.108775	0.941155	0.972125
P17	1259	BMN-673	10	0.733989	0.540175	0.625
P17	1259	BMN-673	10	2.047293	0.89887	0.80375
P17	1263	UNC0642	0.5	3.427938	1.004774	0.993237
P17	1263	UNC0642	0.5	3.570251	0.982319	0.993238
P17	1263	UNC0642	0.5	3.350542	0.998316	0.991987
P17	1263	UNC0642	0.5	2.801493	0.931351	0.983375
P17	1264	SGC0946	0.5	3.843083	1.048842	0.994487
P17	1264	SGC0946	0.5	3.668632	1.03773	0.994712
P17	1264	SGC0946	0.5	2.86127	0.940978	0.988487
P17	1264	SGC0946	0.5	3.16489	0.960609	0.983375
P17	1268	XAV 939	5	3.368227	0.841527	0.963625
P17	1268	XAV 939	5	4.089808	0.938843	0.93125
P17	1372	GSK1120212/Tramatenib	1	-1.488817	0.626056	0.64625
P17	1372	GSK1120212/Tramatenib	1	-1.608199	0.838015	0.6625
P17	1372	GSK1120212/Tramatenib	1	-3.438576	0.486037	0.45
P17	1372	GSK1120212/Tramatenib	1	-3.369383	0.562694	0.4475
P17	1372	GSK1120212/Tramatenib	1	-4.561049	0.52717	0.375
P17	1372	GSK1120212/Tramatenib	1	-4.133636	0.623735	0.34875
P17	1373	GSK2118436/Dabrafenib	10	4.153164	0.812017	0.957375
P17	1373	GSK2118436/Dabrafenib	10	4.956824	0.830139	0.93
P17	1375	Temozolomide	30	7.359144	1.009141	0.991988
P17	1375	Temozolomide	30	6.639341	0.990879	0.982125
P17	1375	Temozolomide	30	6.025619	0.75624	0.92875
P17	1375	Temozolomide	30	5.291538	0.767235	0.94125
P17	1504	PF-562271	10	1.543025	0.997297	0.7825
P17	1504	PF-562271	10	1.555185	1.053991	0.7825
P17	1504	PF-562271	10	1.190524	0.90489	0.7225
P17	1504	PF-562271	10	0.370727	0.921497	0.62125
P17	1506	PAC-1	10	4.341958	1.113877	0.85625
P17	1506	PAC-1	10	3.043573	0.988804	0.963375
P17	1506	PAC-1	10	4.741279	0.947139	0.957375
P17	1506	PAC-1	10	4.885531	0.978824	0.969625
P17	1507	INCB-18424/Ruxolitinib	10	4.222232	0.959242	0.978375
P17	1507	INCB-18424/Ruxolitinib	10	5.315239	0.999599	0.948625
P17	1507	INCB-18424/Ruxolitinib	10	4.423651	0.911493	0.953625
P17	1507	INCB-18424/Ruxolitinib	10	3.120468	0.864383	0.89125
P17	1510	OSI-906	2.5	1.188775	0.569172	0.7825
P17	1510	OSI-906	2.5	1.258901	0.629587	0.805
P17	1510	OSI-906	2.5	0.717443	1.075993	0.84625
P17	1510	OSI-906	2.5	0.681942	0.864146	0.8175
P17	1549	AZD8931	5	-2.551501	0.63615	0.36625
P17	1549	AZD8931	5	-2.795614	0.537417	0.36875
P17	1560	BYL719	5	1.487572	0.767416	0.80875
P17	1560	BYL719	5	3.434568	0.843865	0.93625
P17	1560	BYL719	5	1.748872	0.842713	0.76125
P17	1560	BYL719	5	1.331829	0.618836	0.83875
P17	1564	SCH772984	5	4.178709	0.945714	0.967375
P17	1564	SCH772984	5	2.949312	0.916002	0.929875
P17	1564	SCH772984	5	-0.413643	0.985468	0.645
P17	1564	SCH772984	5	0.102267	0.650796	0.6075
P18	1001	AICAR	100	1.081017	1.368048	0.225
P18	1001	AICAR	100	0.548772	1.487498	0.40125
P18	1001	AICAR	100	-0.06597	0.9977	0.27375
P18	1003	Camptothecin	0.1	-2.685341	1.110517	0.8875
P18	1003	Camptothecin	0.1	-1.441967	0.880223	0.932375
P18	1003	Camptothecin	0.1	-0.717839	0.979016	0.8125
P18	1005	Cisplatin	6	2.877497	0.570897	0.8925
P18	1005	Cisplatin	6	3.325932	0.661171	0.90125
P18	1005	Cisplatin	6	3.853391	0.607136	0.84125
P18	1007	Docetaxel	0.0125	-3.336483	0.792174	0.916125
P18	1007	Docetaxel	0.0125	-3.117327	0.854127	0.92
P18	1007	Docetaxel	0.0125	-3.451724	0.975776	0.89625
P18	1010	Gefitinib	0.5	2.687871	1.037905	0.985988
P18	1010	Gefitinib	0.5	3.018556	1.058562	0.983488
P18	1010	Gefitinib	0.5	2.402918	1.04714	0.991988
P18	1011	ABT-263	2	5.098068	0.988649	0.994712
P18	1011	ABT-263	2	5.318495	1.070843	0.991987
P18	1011	ABT-263	2	4.608439	0.982456	0.993237
P18	1012	Vorinostat	10	2.964527	0.765862	0.86625
P18	1012	Vorinostat	10	3.109906	0.776464	0.8025
P18	1012	Vorinostat	10	3.102317	0.56938	0.85625
P18	1013	Nilotinib	2	3.522999	0.652412	0.984625
P18	1013	Nilotinib	2	4.628465	0.867586	0.9375
P18	1013	Nilotinib	2	3.537554	0.817033	0.962375
P18	1017	AZD-2281	5	5.105404	0.892927	0.982125
P18	1017	AZD-2281	5	4.945956	0.833032	0.983375
P18	1017	AZD-2281	5	5.111104	0.965058	0.972375
P18	1020	Lenalidomide	5	6.229969	1.044843	0.995963
P18	1020	Lenalidomide	5	6.202166	1.02619	0.994712
P18	1020	Lenalidomide	5	5.896852	1.043074	0.994713
P18	1021	Axitinib	2	3.091892	0.998707	0.978375
P18	1021	Axitinib	2	2.839261	1.021072	0.968375
P18	1021	Axitinib	2	3.814925	0.954071	0.969625
P18	1023	GW 441756	2	5.004111	1.042258	0.993237
P18	1023	GW 441756	2	5.020857	1.016108	0.993237
P18	1023	GW 441756	2	5.439146	1.026828	0.994712
P18	1024	CEP-701	2	0.48817	0.565202	0.765
P18	1024	CEP-701	2	0.430957	0.626948	0.75375
P18	1024	CEP-701	2	-0.062171	0.768172	0.7525
P18	1025	SB 216763	10	6.769223	1.033511	0.994712
P18	1025	SB 216763	10	6.670634	0.970883	0.989737
P18	1025	SB 216763	10	6.359963	0.932717	0.993237
P18	1026	17-AAG	1	-1.771613	1.769604	0.671125
P18	1026	17-AAG	1	-0.540747	1.220949	0.772375
P18	1026	17-AAG	1	-1.000287	1.382662	0.8125
P18	1029	AMG-706	2	4.839768	0.975664	0.991987
P18	1029	AMG-706	2	3.947479	0.927996	0.991987
P18	1029	AMG-706	2	4.8906	0.961262	0.978375
P18	1030	KU-55933	10	5.155033	0.990118	0.977125
P18	1030	KU-55933	10	4.124285	0.963725	0.949875
P18	1030	KU-55933	10	3.915634	1.048265	0.952375
P18	1032	BIBW2992/Afatanib	0.5	2.564485	0.999097	0.983375
P18	1032	BIBW2992/Afatanib	0.5	0.178314	1.141416	0.962375
P18	1032	BIBW2992/Afatanib	0.5	1.499265	1.034518	0.889875
P18	1033	GDC-0449	10	2.872709	0.848407	0.915
P18	1033	GDC-0449	10	3.769735	0.761463	0.945
